industry1_code,industry1_name,industry2_code,industry2_name,url,symbol,amount,chg,hasexist,high52w,last_close,percent,volume,current,high,low,name,market_capital,low52w,pe_ttm,open
A,农、林、牧、渔业,A02,林业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A02,SZ000592,55988247,-0.01,False,7.05,4.34,-0.23,12918649,4.33,4.4,4.27,平潭发展,8364611258.03,3.85,0.0,4.35
A,农、林、牧、渔业,A02,林业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A02,SZ002679,14582848,-0.1,False,37.62,20.72,-0.48,707201,20.62,20.85,20.48,福建金森,2859581600.0,18.5,48.7808,20.85
A,农、林、牧、渔业,A02,林业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A02,SH600265,2761072,-0.34,False,37.19,18.11,-1.88,155127,17.77,18.16,17.65,ST景谷,2306546000.0,13.92,0.0,17.96
A,农、林、牧、渔业,A03,畜牧业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A03,SZ000735,562681017,0.28,False,10.3,8.54,3.28,64507648,8.82,8.91,8.39,罗牛山,10156349757.96,5.79,0.0,8.5
A,农、林、牧、渔业,A03,畜牧业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A03,SH600965,21596132,0.25,False,16.06,10.2,2.45,2078462,10.45,10.49,10.2,福成股份,8555424979.75,9.34,0.0,10.21
A,农、林、牧、渔业,A03,畜牧业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A03,SZ002458,69514546,0.16,False,33.67,13.52,1.18,5106643,13.68,13.75,13.42,益生股份,4615340629.68,10.4,0.0,13.56
A,农、林、牧、渔业,A03,畜牧业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A03,SZ002299,51271999,0.09,False,18.97,14.15,0.64,3588450,14.24,14.49,14.09,圣农发展,17650202562.08,11.8,56.6644,14.09
A,农、林、牧、渔业,A03,畜牧业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A03,SZ002321,0,0.0,False,14.39,8.46,0.0,0,8.46,8.46,8.46,华英农业,4520102706.0,8.46,73.7691,8.46
A,农、林、牧、渔业,A03,畜牧业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A03,SH600975,12682209,-0.01,False,8.75,5.15,-0.19,2469408,5.14,5.18,5.11,新五丰,3354752501.76,4.86,0.0,5.16
A,农、林、牧、渔业,A03,畜牧业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A03,SZ300313,10465364,-0.07,False,20.97,9.22,-0.76,1141634,9.15,9.33,9.1,天山生物,1805778019.35,7.88,242.5709,9.21
A,农、林、牧、渔业,A03,畜牧业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A03,SZ002746,37797542,-0.16,False,50.68,20.36,-0.79,1890329,20.2,20.45,19.55,仙坛股份,3673172060.2,17.26,34.9039,20.22
A,农、林、牧、渔业,A03,畜牧业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A03,SZ002505,26350429,-0.02,False,3.75,2.54,-0.79,10445867,2.52,2.54,2.51,大康农业,13823137944.0,2.22,194.001,2.54
A,农、林、牧、渔业,A03,畜牧业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A03,SZ002477,65467808,-0.04,False,6.33,3.84,-1.04,17205265,3.8,3.84,3.78,雏鹰农牧,11913606594.0,3.53,18.4339,3.84
A,农、林、牧、渔业,A03,畜牧业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A03,SZ300106,17555695,-0.09,False,17.25,6.64,-1.36,2687340,6.55,6.62,6.45,西部牧业,1384226630.5,5.8,0.0,6.62
A,农、林、牧、渔业,A03,畜牧业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A03,SZ002234,60923412,-0.17,False,21.0,10.97,-1.55,5592202,10.8,11.11,10.74,民和股份,3262103625.6,8.3,0.0,11.05
A,农、林、牧、渔业,A03,畜牧业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A03,SZ002714,229976500,-1.64,False,62.88,48.63,-3.37,4843968,46.99,48.5,46.8,牧原股份,54436197844.43,22.21,0.0,48.5
A,农、林、牧、渔业,A04,渔业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A04,SZ300094,87660373,0.27,False,9.96,7.22,3.74,11818374,7.49,7.56,7.22,国联水产,5871003693.8,6.07,38.2308,7.22
A,农、林、牧、渔业,A04,渔业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A04,SZ002447,167660535,0.13,False,8.68,5.85,2.22,28065478,5.98,6.07,5.88,晨鑫科技,8534614140.0,5.05,23.2565,5.88
A,农、林、牧、渔业,A04,渔业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A04,SZ002696,10825368,0.15,False,27.4,18.21,0.82,594356,18.36,18.48,18.05,百洋股份,4269355470.36,16.0,37.4934,18.48
A,农、林、牧、渔业,A04,渔业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A04,SZ002086,89345182,0.08,False,13.4,10.26,0.78,8669802,10.34,10.38,10.2,东方海洋,7110818000.0,9.13,52.9217,10.3
A,农、林、牧、渔业,A04,渔业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A04,SH600097,6300248,0.06,False,20.58,14.15,0.42,442834,14.21,14.3,14.0,开创国际,3423708503.39,12.88,0.0,14.21
A,农、林、牧、渔业,A04,渔业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A04,SH600257,0,0.0,False,10.12,7.4,0.0,0,7.4,0.0,0.0,大湖股份,3561155191.2,5.91,0.0,0.0
A,农、林、牧、渔业,A04,渔业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A04,SH600467,16524922,-0.02,False,4.37,2.86,-0.7,5811228,2.84,2.87,2.82,好当家,4149223823.36,2.6,0.0,2.86
A,农、林、牧、渔业,A04,渔业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A04,SZ200992,378573,-0.04,False,6.17,4.81,-0.83,79500,4.77,4.8,4.72,中鲁B,1269160196.4,4.45,13.9115,4.8
A,农、林、牧、渔业,A04,渔业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A04,SZ000798,16615448,-0.15,False,13.54,8.45,-1.78,2008861,8.3,8.39,8.19,中水渔业,2651476500.0,7.4,0.0,8.3
A,农、林、牧、渔业,A04,渔业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A04,SZ002069,82269550,-0.18,False,12.17,4.48,-4.02,18958348,4.3,4.39,4.26,獐子岛,3057782434.2,3.9,0.0,4.32
A,农、林、牧、渔业,A05,农、林、牧、渔服务业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A05,SZ000713,50878439,0.11,False,11.12,6.67,1.65,7533830,6.78,6.86,6.57,丰乐种业,2026379063.04,5.5,0.0,6.65
B,采矿业,B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH600397,12495354,0.03,False,5.5,2.93,1.02,4257946,2.96,2.96,2.9,安源煤业,2930281250.72,2.72,0.0,2.93
B,采矿业,B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH601088,602347025,0.12,False,29.43,23.36,0.51,25646950,23.48,23.78,23.28,中国神华,467008288283.4,13.24,0.0,23.47
B,采矿业,B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH600714,6655323,0.04,False,15.94,7.92,0.51,839937,7.96,7.97,7.86,金瑞矿业,2293883133.08,6.91,0.0,7.92
B,采矿业,B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH600652,53453802,0.03,False,13.03,6.6,0.45,8099464,6.63,6.67,6.51,游久游戏,5520824191.74,5.79,0.0,6.58
B,采矿业,B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SZ000571,14335970,0.02,False,8.44,4.8,0.42,2980524,4.82,4.84,4.77,新大洲A,3923788480.0,4.44,0.0,4.78
B,采矿业,B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH600403,3992834,0.01,False,5.89,4.55,0.22,880000,4.56,4.58,4.5,*ST大有,10902104553.12,4.06,0.0,4.53
B,采矿业,B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SZ000780,16218497,0.01,False,5.96,5.08,0.2,3189830,5.09,5.11,5.06,*ST平能,5162819189.16,3.77,0.0,5.08
B,采矿业,B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SZ000983,206461566,0.01,False,12.62,9.01,0.11,22856325,9.02,9.13,8.98,西山煤电,28423824000.0,6.94,0.0,9.0
B,采矿业,B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SZ000968,43264855,0.01,False,18.59,13.77,0.07,3135175,13.78,13.97,13.66,蓝焰控股,13332186654.8,10.6,0.0,13.74
B,采矿业,B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH600157,0,0.0,False,4.22,3.36,0.0,0,3.36,0.0,0.0,永泰能源,41750672295.36,3.24,0.0,0.0
B,采矿业,B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SZ000939,0,0.0,False,6.3,4.99,0.0,0,4.99,5.0,4.77,凯迪生态,19608681515.06,4.6,0.0,4.78
B,采矿业,B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH600381,27409293,-0.01,False,18.49,9.92,-0.1,2768922,9.91,9.99,9.83,青海春天,6250771951.71,9.12,0.0,9.96
B,采矿业,B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH600395,46870858,-0.01,False,9.15,6.62,-0.15,7060793,6.61,6.7,6.6,盘江股份,10939892801.21,6.3,0.0,6.63
B,采矿业,B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH600971,115442215,-0.02,False,13.54,10.03,-0.2,11493585,10.01,10.13,9.97,恒源煤电,10010040740.7,6.57,0.0,10.05
B,采矿业,B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH600508,30540743,-0.03,False,14.68,12.0,-0.25,2552842,11.97,12.07,11.92,上海能源,8650934460.0,10.3,0.0,12.05
B,采矿业,B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH601918,20279454,-0.01,False,5.93,3.36,-0.3,6060040,3.35,3.37,3.33,新集能源,8678315030.0,3.22,412.7931,3.35
B,采矿业,B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH601666,129045561,-0.02,False,8.06,6.18,-0.32,20930725,6.16,6.26,6.11,平煤股份,14544776289.12,4.62,0.0,6.19
B,采矿业,B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SZ000937,67794107,-0.03,False,8.3,5.67,-0.53,11959395,5.64,5.71,5.62,冀中能源,19929204234.0,5.38,0.0,5.65
B,采矿业,B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH601898,45597717,-0.03,False,6.95,5.57,-0.54,8166241,5.54,5.66,5.53,中煤能源,73452995236.0,5.12,0.0,5.64
B,采矿业,B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SZ000552,37770117,-0.02,False,4.46,3.58,-0.56,10608707,3.56,3.6,3.53,靖远煤电,8141616938.0,3.22,0.0,3.57
B,采矿业,B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH601001,58503968,-0.05,False,8.15,5.95,-0.84,9876984,5.9,6.02,5.85,大同煤业,9874830000.0,4.57,0.0,5.93
B,采矿业,B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH600123,70164699,-0.08,False,10.68,8.4,-0.95,8375301,8.32,8.47,8.29,兰花科创,9504768000.0,6.79,0.0,8.42
B,采矿业,B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SZ002128,236029330,-0.1,False,15.2,10.2,-0.98,23321898,10.1,10.31,10.01,露天煤业,16507222577.3,8.37,9.4079,10.24
B,采矿业,B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH600121,26206532,-0.06,False,7.46,5.55,-1.08,4766232,5.49,5.57,5.45,*ST郑煤,5574235073.85,4.42,0.0,5.53
B,采矿业,B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH601101,88267264,-0.09,False,12.46,7.62,-1.18,11640240,7.53,7.67,7.49,昊华能源,9035986988.16,6.32,0.0,7.63
B,采矿业,B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH900948,8154040,-0.031,False,1.631,1.414,-2.19,5826918,1.383,1.428,1.377,伊泰B股,4500291681.0,0.91,0.0,1.413
B,采矿业,B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH601225,562645445,-0.2,False,10.83,8.5,-2.35,66920640,8.3,8.61,8.27,陕西煤业,83000000000.0,5.3,0.0,8.51
B,采矿业,B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH600348,272680870,-0.24,False,9.55,8.36,-2.87,33460661,8.12,8.38,7.95,阳泉煤业,19528600000.0,5.96,0.0,8.22
B,采矿业,B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH601699,968913368,-0.44,False,14.94,12.06,-3.65,82484537,11.62,12.23,11.33,潞安环能,34760174904.0,6.53,0.0,12.04
B,采矿业,B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH600188,615992240,-0.58,False,20.64,15.07,-3.85,41782763,14.49,15.3,14.19,兖州煤业,71175111840.0,9.83,0.0,15.15
B,采矿业,B07,石油和天然气开采业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B07,SH600028,743488655,0.06,False,7.72,6.33,0.95,116716418,6.39,6.42,6.3,中国石化,773645029637.94,5.17,0.0,6.33
B,采矿业,B07,石油和天然气开采业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B07,SH600256,80508529,0.03,False,5.77,4.43,0.68,18005637,4.46,4.5,4.41,广汇能源,23287554090.64,3.95,0.0,4.42
B,采矿业,B07,石油和天然气开采业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B07,SH601857,246590369,0.05,False,9.58,7.96,0.63,30811614,8.01,8.04,7.96,中国石油,1465998032322.18,7.28,0.0,7.96
B,采矿业,B07,石油和天然气开采业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B07,SH601808,55100817,0.01,False,14.15,10.77,0.09,5132218,10.78,10.83,10.68,中海油服,51437761760.0,10.02,0.0,10.71
B,采矿业,B07,石油和天然气开采业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B07,SZ300164,13273704,-0.01,False,10.05,6.36,-0.16,2090865,6.35,6.4,6.31,通源石油,2852814709.65,5.31,67.6007,6.34
B,采矿业,B07,石油和天然气开采业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B07,SH600759,25781648,-0.03,False,8.44,3.56,-0.84,7282385,3.53,3.59,3.51,洲际油气,7990181538.54,3.16,0.0,3.58
B,采矿业,B07,石油和天然气开采业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B07,SH600583,66750633,-0.06,False,8.09,6.46,-0.93,10414609,6.4,6.48,6.37,海油工程,28296670720.0,5.8,0.0,6.46
B,采矿业,B07,石油和天然气开采业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B07,SZ300191,49437427,-0.3,False,32.44,19.51,-1.54,2565600,19.21,19.58,19.12,潜能恒信,6147200000.0,18.02,653.5151,19.51
B,采矿业,B07,石油和天然气开采业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B07,SZ300157,100272805,-0.1,False,14.55,6.42,-1.56,15806302,6.32,6.5,6.28,恒泰艾普,4504719545.6,5.52,0.0,6.48
B,采矿业,B08,黑色金属矿采选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B08,SH601969,51187994,0.03,False,14.07,7.4,0.41,6842839,7.43,7.59,7.34,海南矿业,14523571933.02,6.6,0.0,7.35
B,采矿业,B08,黑色金属矿采选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B08,SH600882,8370844,0.03,False,11.52,8.73,0.34,964999,8.76,8.77,8.6,广泽股份,3596838874.2,8.21,0.0,8.74
B,采矿业,B08,黑色金属矿采选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B08,SZ000629,0,0.0,False,3.27,3.07,0.0,0,3.07,3.16,3.03,*ST钒钛,26370520840.14,2.44,,3.05
B,采矿业,B08,黑色金属矿采选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B08,SH600711,0,0.0,False,10.8,8.65,0.0,0,8.65,0.0,0.0,盛屯矿业,14503442725.65,5.95,0.0,0.0
B,采矿业,B08,黑色金属矿采选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B08,SZ000762,90562252,-0.05,False,25.3,13.93,-0.36,6532759,13.88,14.04,13.73,西藏矿业,7228971051.2,12.04,0.0,13.85
B,采矿业,B08,黑色金属矿采选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B08,SH600532,14450657,-0.12,False,15.5,9.05,-1.33,1619541,8.93,9.08,8.88,宏达矿业,4608466879.6,8.17,0.0,9.02
B,采矿业,B08,黑色金属矿采选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B08,SZ000655,21414287,-0.08,False,10.4,5.35,-1.5,4057084,5.27,5.35,5.22,金岭矿业,3137443012.1,4.8,0.0,5.31
B,采矿业,B08,黑色金属矿采选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B08,SH600193,27880359,-0.08,False,10.97,4.8,-1.67,5931699,4.72,4.78,4.65,创兴资源,2007760560.0,4.11,0.0,4.77
B,采矿业,B08,黑色金属矿采选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B08,SZ000409,25354713,-0.17,False,13.5,5.74,-2.96,4508161,5.57,5.73,5.55,山东地矿,2845886550.06,4.99,0.0,5.66
B,采矿业,B09,有色金属矿采选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B09,SH603993,3794683915,0.64,False,9.07,8.36,7.66,430333521,9.0,9.07,8.25,洛阳钼业,194393165247.0,3.96,0.0,8.42
B,采矿业,B09,有色金属矿采选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B09,SH601958,143162320,0.21,False,10.48,6.88,3.05,20232544,7.09,7.17,6.88,金钼股份,22876625196.0,6.1,211.5299,6.88
B,采矿业,B09,有色金属矿采选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B09,SZ000813,31396475,0.25,False,10.03,8.35,2.99,3702238,8.6,8.6,8.33,德展健康,19276743480.0,7.1,0.0,8.44
