type_x,industry1_code,industry1_name,type_y,industry2_code,industry2_name,url,symbol,amount,chg,hasexist,high52w,last_close,percent,volume,current,high,low,name,market_capital,low52w,pe_ttm,open
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH900908,647245.0,0.007,False,0.836,0.795,0.88,809777,0.802,0.803,0.792,氯碱B股,927432780.75,0.597,18.362,0.795
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002057,29651266.56,0.1,False,17.63,11.55,0.87,2550159,11.65,11.77,11.52,中钢天源,2988490853.0,9.73,21.326,11.57
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002010,30299683.16,0.13,False,18.59,15.77,0.82,1906336,15.9,15.99,15.77,传化智联,51799253380.2,14.4,112.047,15.77
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002749,19962664.86,0.51,False,94.01,63.2,0.81,316328,63.71,63.76,62.6,国光股份,4778250000.0,56.8,25.752,63.07
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ000985,8782058.0,0.13,False,35.82,16.38,0.79,535200,16.51,16.54,16.31,大庆华科,2140348145.0,14.01,44.447,16.41
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600532,34426729.0,0.07,False,15.24,8.93,0.78,3884683,9.0,9.07,8.74,宏达矿业,4644591480.0,8.17,33.676,8.92
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ300054,103081009.3,0.08,False,13.34,10.55,0.76,9701330,10.63,10.82,10.4,鼎龙股份,10215600101.26,8.6,30.373,10.64
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002601,618725003.45,0.14,False,19.89,18.39,0.76,34120045,18.53,18.59,17.71,龙蟒佰利,37654728484.67,13.27,15.103,18.53
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002496,83230429.78,0.04,False,6.19,5.28,0.76,15739125,5.32,5.4,5.18,辉丰股份,8019785784.92,4.31,18.683,5.25
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002002,45051085.59,0.05,False,9.08,6.68,0.75,6735434,6.73,6.74,6.63,鸿达兴业,17394019703.09,6.41,16.721,6.72
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600481,22813133.0,0.03,False,7.44,4.13,0.73,5475900,4.16,4.23,4.12,双良节能,6741262561.28,3.57,127.974,4.13
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ000791,36555245.91,0.05,False,14.15,6.9,0.72,5302706,6.95,6.97,6.84,甘肃电投,6749327090.0,6.22,54.706,6.94
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002497,937070682.0,0.1,False,22.61,14.0,0.71,66836978,14.1,14.4,13.68,雅化集团,13536000000.0,6.78,58.652,13.98
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ000683,65161512.88,0.02,False,3.85,2.86,0.7,22705528,2.88,2.89,2.84,远兴能源,11425458216.96,2.55,16.058,2.88
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002250,48371921.69,0.07,False,16.2,10.1,0.69,4790343,10.17,10.18,10.04,联化科技,9416423909.52,9.02,48.656,10.1
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600599,8916673.0,0.13,False,30.94,19.52,0.67,456263,19.65,19.68,19.41,熊猫金控,3261900000.0,17.1,111.356,19.58
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600091,10421001.0,0.03,False,9.92,4.57,0.66,2268854,4.6,4.63,4.54,ST明科,2012097610.4,4.04,,4.58
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ000565,11277161.02,0.04,False,13.4,6.21,0.64,1813648,6.25,6.25,6.19,渝三峡A,2709951375.0,5.5,11.501,6.23
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600796,13056326.0,0.04,False,12.05,6.37,0.63,2055224,6.41,6.42,6.28,钱江生化,1931987743.04,5.75,53.522,6.39
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002407,187805605.4,0.11,False,32.67,17.94,0.61,10404415,18.05,18.28,17.9,多氟多,11668068485.35,14.92,45.313,18.0
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600229,39439210.0,0.05,False,11.77,8.49,0.59,4609804,8.54,8.65,8.42,城市传媒,5995899925.4,7.41,19.804,8.5
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ300387,17075416.0,0.09,False,29.6,15.3,0.59,1112600,15.39,15.49,15.27,富邦股份,1922857380.0,13.79,27.574,15.32
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH603227,9990743.0,0.03,False,11.0,5.26,0.57,1892500,5.29,5.32,5.24,雪峰科技,3484523000.0,4.77,1221.212,5.3
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ300405,14226348.0,0.08,False,30.89,14.3,0.56,993000,14.38,14.43,14.23,科隆股份,1685772864.4,12.1,66.512,14.3
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600470,36801872.0,0.03,False,8.37,5.42,0.55,6780426,5.45,5.46,5.37,六国化工,2842720000.0,5.0,,5.42
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ300261,18862427.66,0.04,False,11.04,7.76,0.52,2428151,7.8,7.82,7.7,雅本化学,5009209249.2,7.02,72.378,7.78
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ000818,51902778.41,0.06,False,13.77,12.44,0.48,4168075,12.5,12.53,12.36,方大化工,8648031250.0,9.5,33.842,12.4
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600636,32145561.0,0.07,False,16.4,14.99,0.47,2142554,15.06,15.09,14.95,*ST爱富,6730945074.24,12.22,2524745.057,15.01
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002409,151734415.88,0.11,False,42.3,24.14,0.46,6287366,24.25,24.78,23.67,雅克科技,8337819397.0,17.06,241.468,24.16
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ000755,15755300.64,0.03,False,8.45,6.65,0.45,2360812,6.68,6.74,6.6,*ST三维,3134687661.6,5.18,,6.62
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002054,124124170.64,0.03,False,18.38,6.79,0.44,18330380,6.82,6.85,6.68,德美化工,2859154240.14,6.14,97.14,6.82
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ000510,18557944.16,0.03,False,11.8,7.11,0.42,2614602,7.14,7.14,7.04,金路集团,4349561293.56,6.09,54.721,7.08
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002167,59915797.74,0.04,False,13.9,9.94,0.4,6031790,9.98,10.09,9.82,东方锆业,6197041080.0,7.9,162.485,9.97
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002217,367351731.58,0.03,False,12.9,9.77,0.31,37019507,9.8,10.07,9.74,合力泰,30657444624.8,8.01,25.895,9.82
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002734,18476278.58,0.07,False,35.12,24.33,0.29,761954,24.4,24.48,24.09,利民股份,4018898453.2,21.0,28.372,24.48
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002246,61468374.19,0.03,False,23.75,10.3,0.29,5994201,10.33,10.36,10.12,北化股份,5671529422.02,8.7,52.417,10.28
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ000953,47996449.58,0.02,False,12.2,8.18,0.24,5836667,8.2,8.5,8.0,*ST河化,2411287383.4,6.52,81.843,8.29
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002319,22075916.4,0.04,False,22.43,16.38,0.24,1351280,16.42,16.47,16.2,乐通股份,3284000000.0,14.63,292.133,16.38
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH900921,140168.0,0.001,False,0.55,0.435,0.23,324700,0.436,0.437,0.429,丹科B股,443204568.64,0.393,10.563,0.43
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH603968,14713776.0,0.04,False,27.8,19.13,0.21,768147,19.17,19.3,19.01,醋化股份,3919881600.0,17.03,23.863,19.09
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002361,20727068.0,0.01,False,10.43,4.74,0.21,4402100,4.75,4.76,4.66,神剑股份,4097329076.25,4.13,31.707,4.68
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600078,15684266.0,0.01,False,8.31,4.68,0.21,3365984,4.69,4.7,4.62,澄星股份,3107466718.09,4.2,49.889,4.67
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002591,8216129.8,0.02,False,17.87,10.05,0.2,819210,10.07,10.17,9.97,恒大高新,3087632273.63,9.0,211.494,10.17
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600249,20136248.0,0.01,False,12.34,5.51,0.18,3656975,5.52,5.55,5.45,两面针,3036000000.0,4.91,62.278,5.5
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600227,124868994.0,0.01,False,7.54,5.64,0.18,22206519,5.65,5.75,5.53,赤天化,9810202807.65,4.94,,5.57
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002274,18723979.0,0.01,False,9.68,7.05,0.14,2656870,7.06,7.12,6.95,华昌化工,4482462933.84,6.53,78.895,7.09
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002632,20334279.6,0.01,False,11.41,8.17,0.12,2476627,8.18,8.35,8.15,道明光学,5124121685.92,7.13,37.833,8.16
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ300459,142759537.96,0.01,False,14.9,11.76,0.09,11951407,11.77,12.17,11.77,金科文化,23201412351.15,9.8,59.528,11.82
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600803,84703587.0,0.01,False,16.11,12.29,0.08,6909590,12.3,12.37,12.17,新奥股份,15121076130.9,11.45,21.361,12.29
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002061,57674590.67,0.01,False,16.85,15.26,0.07,3803001,15.27,15.3,15.03,浙江交科,19930959644.76,6.93,18.246,15.3
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002669,12357827.0,0.01,False,32.43,21.69,0.05,569000,21.7,21.83,21.5,康达新材,5008297091.7,16.75,113.179,21.69
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002411,138439104.71,0.01,False,30.8,25.76,0.04,5408609,25.77,26.11,25.19,必康股份,39486956334.93,20.63,42.015,25.68
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ300174,5136573.54,0.01,False,35.71,28.4,0.04,181207,28.41,28.66,28.15,元力股份,6954768000.0,25.61,142.603,28.15
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002037,0.0,0.0,False,17.76,11.18,0.0,0,11.18,11.18,11.07,久联发展,3659976028.8,10.77,47.841,11.07
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ000930,0.0,0.0,False,15.5,13.34,0.0,0,13.34,13.4,13.23,中粮生化,12865244274.1,9.68,54.375,13.39
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ300082,19699972.12,0.0,False,9.16,6.59,0.0,2996287,6.59,6.62,6.54,奥克股份,4485615300.0,5.97,21.483,6.62
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600228,0.0,0.0,False,16.16,12.25,0.0,0,12.25,0.0,0.0,*ST昌九,2956170000.0,9.97,,0.0
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ000545,77613854.24,0.0,False,7.28,4.73,0.0,16598506,4.73,4.73,4.63,金浦钛业,4667720539.35,4.29,22.909,4.69
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600490,0.0,0.0,False,11.91,9.45,0.0,0,9.45,0.0,0.0,鹏欣资源,17873416845.9,7.02,74.174,0.0
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002113,0.0,0.0,False,19.93,9.83,0.0,0,9.83,10.99,9.83,天润数娱,8862571476.91,9.83,974.779,10.98
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002256,0.0,0.0,False,6.42,4.59,0.0,0,4.59,4.63,4.47,兆新股份,8640270487.89,4.0,56.213,4.48
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ000950,0.0,0.0,False,11.46,10.72,0.0,0,10.72,10.87,10.53,*ST建峰,6419127799.2,9.0,128.624,10.65
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002004,0.0,0.0,False,8.6,6.73,0.0,0,6.73,6.74,6.66,华邦健康,13694390320.05,6.66,27.511,6.72
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600378,0.0,0.0,False,14.72,13.65,0.0,0,13.65,0.0,0.0,天科股份,4056688435.8,11.22,100.491,0.0
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ300135,25099124.8,0.0,False,6.59,3.43,0.0,7342930,3.43,3.45,3.39,宝利国际,3161088000.0,3.11,93.326,3.43
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ300225,0.0,0.0,False,16.92,10.95,0.0,0,10.95,12.15,10.95,金力泰,5150223000.0,10.95,108.444,11.66
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002538,0.0,0.0,False,10.58,7.54,0.0,0,7.54,7.56,6.79,司尔特,5414626933.82,6.79,26.697,7.56
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002442,0.0,0.0,False,14.6,12.29,0.0,0,12.29,12.31,12.17,龙星化工,5899200000.0,11.81,68.072,12.3
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002584,0.0,0.0,False,19.92,17.12,0.0,0,17.12,17.2,15.35,西陇科学,10018905144.64,10.95,109.214,17.07
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ300067,0.0,0.0,False,8.86,5.96,0.0,0,5.96,5.96,5.77,安诺其,4332421547.32,5.4,48.7824,5.9
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600226,0.0,0.0,False,8.55,5.93,0.0,0,5.93,0.0,0.0,瀚叶股份,14317027755.68,5.91,54.808,0.0
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH601216,0.0,0.0,False,5.9,4.71,0.0,0,4.71,0.0,0.0,君正集团,39743061902.19,4.55,18.046,0.0
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ000912,0.0,0.0,False,11.9,6.79,0.0,0,6.79,6.79,6.36,*ST天化,3972150000.0,5.17,,6.36
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600309,0.0,0.0,False,42.18,36.44,0.0,0,36.44,0.0,0.0,万华化学,99627426432.0,19.82,11.082,0.0
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002145,62258885.5,0.0,False,7.11,5.52,0.0,11346649,5.52,5.52,5.46,中核钛白,8786855099.52,5.01,22.615,5.5
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600273,0.0,0.0,False,9.57,9.53,0.0,0,9.53,0.0,0.0,嘉化能源,14237759122.36,8.63,16.067,0.0
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600731,21595559.0,0.0,False,12.45,7.32,0.0,2952071,7.32,7.35,7.28,湖南海利,2600230149.36,6.73,102.343,7.31
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ300243,6198972.04,-0.01,False,16.92,10.37,-0.1,599088,10.36,10.5,10.3,瑞丰高材,2143117173.12,9.25,70.838,10.5
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002136,175222797.69,-0.02,False,20.25,15.56,-0.13,11452083,15.54,15.56,15.0,安纳达,3341410800.0,13.28,20.403,15.56
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ300285,44275699.53,-0.03,False,24.55,18.45,-0.16,2406953,18.42,18.69,18.28,国瓷材料,11020707035.64,14.07,43.349,18.69
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600299,12084172.0,-0.02,False,14.55,12.04,-0.17,1008183,12.02,12.08,11.82,安迪苏,32236453301.46,9.93,24.422,12.07
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ000635,20995342.92,-0.03,False,27.8,13.64,-0.22,1543643,13.61,13.7,13.52,英力特,4125022263.22,11.54,23.802,13.66
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002453,18736740.08,-0.02,False,10.58,7.25,-0.28,2597848,7.23,7.27,7.15,天马精化,4130499000.0,6.82,255.268,7.25
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002597,303845037.22,-0.08,False,29.25,27.08,-0.3,11345038,27.0,27.16,26.37,金禾实业,15234377022.0,17.05,14.903,27.03
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002326,90923342.59,-0.03,False,17.12,9.33,-0.32,9815383,9.3,9.39,9.14,永太科技,7648100771.1,8.5,41.968,9.24
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ300132,6846500.41,-0.03,False,10.48,7.43,-0.4,926871,7.4,7.46,7.34,青松股份,2855808000.0,6.7,30.709,7.43
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH900951,103734.0,-0.003,False,0.948,0.643,-0.47,162300,0.64,0.649,0.628,*ST大化B,176000000.0,0.602,,0.636
CSRC,C,制造业,CSRC,C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600769,7556048.0,-0.03,False,11.23,5.22,-0.57,1457200,5.19,5.25,5.15,祥龙电业,1946131668.0,4.12,467.923,5.2
