name,industry2_code,Unnamed: 0,amount,amplitude,chg,current,current_year_percent,dividend_yield,first_percent,float_market_capital,float_shares,followers,has_follow,income_cagr,issue_date_ts,lot_size,main_net_inflows,market_capital,net_profit_cagr,pb,pb_ttm,pcf,pe_ttm,percent,percent5m,ps,roe_ttm,symbol,tick_size,total_percent,total_shares,turnover_rate,type,volume,volume_ratio
博威合金,S2403,39,109624791.0,4.11,-0.2,14.39,27.8,1.391,-4.63,8842746103,614506331,11295.0,False,17.63180676510574,1296057600000,100,-1800960.0,9850249606,25.87188643761731,2.474,,,20.869,-1.37,-0.42,,12.54725136845705,SH601137,0.01,22.47,684520473,1.22,11,7500921.0,0.89
中国铝业,S2403,40,44594225.0,1.06,-0.04,2.8,-20.9,0.0,180.45,36620379552,13078706983,122139.0,False,-1.144374311567952,1177862400000,100,-8618996.0,47663484263,-65.35601746807782,0.976,,,109.512,-1.41,-0.36,,0.812633934803982,SH601600,0.01,-85.67,17022672951,0.12,11,15863896.0,0.88
锌业股份,S2403,41,16370432.0,1.54,-0.04,2.56,-20.74,0.0,0.0,3609259466,1409866979,50305.0,False,-5.587718883547343,867254400000,100,-3527948.0,3609265354,-13.9930008692406,1.362,,,18.476,-1.54,0.0,,7.661271635018149,SZ000751,0.01,-23.12,1409869279,0.45,11,6380241.0,1.35
华钰矿业,S2403,42,36715888.0,2.62,-0.14,7.86,-13.91,0.0,44.01,4109713964,522864372,8909.0,False,153.9799174008629,1458057600000,100,-4025053.0,4120347483,-62.41207282543107,2.01,,,37.837,-1.75,-0.25,,5.187894321236155,SH601020,0.01,-4.06,524217237,0.88,11,4615342.0,1.07
明泰铝业,S2403,43,32177454.0,1.87,-0.16,8.91,-22.72,1.105,-8.7,5120042810,574640046,7174.0,False,6.773238148992755,1316361600000,100,-7739667.0,5491242320,30.26409126747243,0.797,,,6.126,-1.76,0.11,,13.52148497831226,SH601677,0.01,-47.35,616301046,0.62,11,3586000.0,1.26
鹏欣资源,S2403,44,20660989.0,2.4,-0.06,3.28,-29.46,0.0,110.43,5506149868,1678704228,34339.0,False,9.947172229163481,1056556800000,100,-2053751.0,7267716019,,1.142,,,34.711,-1.8,-0.3,,3.562209708085737,SH600490,0.01,197.72,2215767079,0.37,11,6221500.0,0.67
新疆众和,S2403,45,53631838.0,3.45,-0.09,4.84,5.45,1.215,92.38,4067902553,840475734,18149.0,False,-14.69039259810125,824313600000,100,-7065597.0,5011690482,19.78424263809737,1.088,,,31.03,-1.83,0.41,,3.921244929462531,SH600888,0.01,613.87,1035473240,1.32,11,11084460.0,0.84
*ST梦舟,S2403,46,20864967.0,4.0,-0.02,0.98,-37.18,0.0,204.08,1734201684,1769593555,27523.0,False,-11.91230548966105,974822400000,100,-2813565.0,1734201684,,1.75,,,-1.511,-2.0,0.0,,-71.96851083663738,SH600255,0.01,-67.6,1769593555,1.19,11,21145881.0,1.0
焦作万方,S2403,47,32845892.0,3.03,-0.08,3.88,-10.19,0.254,65.88,4609391147,1191057144,14117.0,False,-7.248673949976469,843667200000,100,-2942029.0,4613811655,,1.049,,,17.72,-2.02,0.0,,6.085850530472017,SZ000612,0.01,223.69,1192199394,0.71,11,8429180.0,1.05
闽发铝业,S2403,48,8521776.0,3.82,-0.07,3.33,-6.46,0.0,21.21,1919753771,576502634,5715.0,False,-1.605203354396933,1303920000000,100,-1507344.0,3290350676,10.81256082488309,2.379,,,65.05,-2.06,0.0,,3.502761860103366,SZ002578,0.01,-6.77,988093296,0.44,11,2559300.0,0.64
楚江新材,S2403,49,140284812.0,3.3,-0.19,8.59,15.92,1.135,260.21,9307777582,1083559672,18310.0,False,26.85941113863062,1190304000000,100,-21508021.0,11456206617,,2.147,,,38.846,-2.16,-0.23,,5.967433987673525,SZ002171,0.01,-2.91,1333667825,1.49,11,16130167.0,1.28
ST中孚,S2403,50,18387554.0,5.23,-0.08,1.45,-34.09,0.0,89.52,2525233584,1741540403,15051.0,False,-26.15111820029855,1025020800000,100,-2509207.0,2843774883,,0.858,,,17.313,-5.23,0.0,,5.08335423298611,SH600595,0.01,-21.66,1961224057,0.72,11,12492300.0,2.97
佛山照明,S2703,0,197242282.0,5.31,0.47,5.18,5.71,3.599,128.25,5555833097,1072554652,19864.0,False,-17.89705251454004,753984000000,100,30875556.0,7248613078,-46.68392627230457,1.447,,,29.37,9.98,0.0,,5.110522800697702,SZ000541,0.01,493.6,1399346154,3.64,11,39012415.0,17.89
粤照明B,S2703,1,1994025.0,4.56,0.13,2.54,-7.3,0.0,6.95,795371666,313138451,1143.0,False,-17.89705251454004,807811200000,100,271193.0,3554339231,-46.68392627230457,0.65,,,13.196,5.39,1.2,,5.110522800697702,SZ200541,0.01,914.55,1399346154,0.26,11,800055.0,4.74
得邦照明,S2703,2,45119112.0,5.33,0.41,9.79,-5.04,2.436,44.02,4774733433,487715366,4030.0,False,-0.4041051199403231,1490803200000,100,7950102.0,4774733433,35.37902367006049,1.753,,,14.119,4.37,-0.1,,12.75130580160333,SH603303,0.01,-25.86,487715366,0.96,11,4676340.0,3.04
木林森,S2703,3,227645797.0,5.39,0.43,12.31,-9.55,1.251,44.0,9004638084,731489690,14673.0,False,23.2306071841569,1424102400000,100,15164292.0,15721944727,-21.47738702510146,1.516,,,36.266,3.62,-0.5700000000000001,,4.32669392962133,SZ002745,0.01,-3.6,1277168540,2.56,11,18707190.0,2.36
太龙照明,S2703,4,10640549.0,4.51,0.42,15.71,-7.15,0.785,44.01,848897705,54035500,2842.0,False,-0.3818442797864801,1493740800000,100,911303.0,1686493636,,3.233,,,41.784,2.75,0.26,,7.772806489211299,SZ300650,0.01,43.25,107351600,1.27,11,687680.0,1.07
国星光电,S2703,5,834389021.0,4.03,0.28,12.2,-4.61,2.54,1.29,7408484385,607750975,28533.0,False,-9.3366921403495,1279209600000,100,42138842.59999999,7539236690,-24.07621166689256,2.043,,,22.053,2.35,0.58,,9.444318158500971,SZ002449,0.01,22.5,618477169,11.4,11,69273448.0,3.07
*ST德豪,S2703,6,20667399.0,9.7,0.03,1.37,-29.38,0.0,42.42,2317899787,1691897655,16592.0,False,-29.34976431049242,1088092800000,100,489268.0,2417666400,,0.986,,,12.104,2.24,0.0,,8.56385947820722,SZ002005,0.01,-46.97,1764720000,0.91,11,15447544.0,2.3
东旭光电,S2703,7,292449049.0,8.03,0.05,2.79,-16.96,2.583,66.4,13570993326,4864155314,111027.0,False,-36.09938548754545,843580800000,100,26310420.0,15987397829,-20.19131217733372,0.521,,,-8.393,1.82,0.36,,-5.986453461264631,SZ000413,0.01,24.57,5730250118,2.18,11,105799993.0,1.32
ST瑞德,S2703,8,13266815.0,8.28,0.03,1.72,-21.82,0.0,1360.0,1382287515,803655532,18694.0,False,-39.96988648773841,742406400000,100,-734217.0,2111001133,,2.915,,,21.726,1.78,0.0,,14.4404766228705,SH600666,0.01,27.77,1227326240,0.96,11,7744581.0,1.22
联创电子,S2703,9,394598663.0,4.52,0.25,15.06,-11.46,0.067,14.33,10708577014,710589052,56434.0,False,3.935245235689599,1094140800000,100,29269722.13,10779442016,-17.49601111981308,4.634,,,42.924,1.69,-0.13,,11.26366598099368,SZ002036,0.01,996.09,715291441,3.67,11,26086849.0,1.47
TCL科技,S2703,10,2188178296.0,5.7,0.08,5.17,18.4,1.972,78.17,65334697611,12661763103,200866.0,False,-32.13885506261413,1075392000000,100,139522280.0,69806743790,-19.86053189699009,2.298,,,31.13,1.57,-0.19,,7.308984429929333,SZ000100,0.01,133.23,13528438719,3.32,11,420153306.0,1.21
*ST东科,S2703,11,26691086.0,2.76,0.02,1.47,-29.67,0.0,0.0,4278757626,2930655908,22983.0,False,-10.1649940757434,864057600000,100,1164418.0,6613167791,,1.815,,,-1.146,1.38,0.0,,-88.0759596103142,SZ000727,0.01,-46.55,4529566980,0.62,11,18197478.0,0.5
阳光照明,S2703,12,23464953.0,2.2,0.05,3.69,-22.32,4.67,102.0,5358259812,1452102930,17702.0,False,-6.396803513913552,964022400000,100,4374293.0,5358259812,-13.7180736085362,1.423,,,13.112,1.37,0.0,,10.94133654623634,SH600261,0.01,219.41,1452102930,0.44,11,6376446.0,1.5
聚灿光电,S2703,13,75055582.0,4.99,0.18,13.81,2.6,0.146,43.97,1262925508,91450073,9975.0,False,36.05648039888196,1508083200000,100,2368678.0,3600791780,,4.846,,,165.218,1.32,-0.36,,2.972815353822067,SZ300708,0.01,277.44,260738000,5.96,11,5450015.0,1.9
利亚德,S2703,14,261779983.0,5.73,0.08,6.19,-18.46,0.985,56.12,11344238446,1835637289,67404.0,False,-8.883138920219169,1331740800000,100,11992311.0,15714977240,-70.6685365821454,1.87,,,41.715,1.31,0.0,,4.577267625837397,SZ300296,0.01,418.61,2542876576,2.29,11,42130459.0,1.54
京东方A,S2703,15,2821541712.0,3.9,0.05,3.9,-14.1,0.518,35.54,132394791610,33860560514,534630.0,False,6.573169735920059,979228800000,100,391162606.0,136061739163,-48.4992389897608,1.548,,,94.67,1.3,-0.26,,1.535377327644859,SZ000725,0.01,-3.0,34798398763,2.12,11,718799966.0,1.74
苏大维格,S2703,16,163181420.0,4.74,0.3,29.65,42.48,0.345,2.05,4908102517,165423071,24895.0,False,9.049551595759509,1340812800000,100,-583197.0,6706869112,-24.16085085518074,4.414,,,72.796,1.02,-0.24,,6.197073145409538,SZ300331,0.01,335.57,226048841,3.31,11,5471500.0,1.65
深纺织A,S2703,17,16050202.0,1.92,0.05,6.82,-8.46,0.0,61.03,3116853205,457016599,14135.0,False,-1.781965528961526,776880000000,100,509497.0,3473688086,,1.275,,,1000.809,0.74,0.0,,0.132083063090335,SZ000045,0.01,181.43,509338429,0.52,11,2368501.0,1.27
京东方B,S2703,18,5275574.0,2.96,0.02,2.72,-10.82,0.0,0.0,2564950957,936113488,16553.0,False,6.573169735920059,865872000000,100,1480300.0,95347612611,-48.4992389897608,0.996,,,60.945,0.74,0.0,,1.535377327644859,SZ200725,0.01,175.31,34798398763,0.21,11,1928403.0,1.22
*ST雪莱,S2703,19,61582461.0,10.0,0.01,1.81,-27.02,0.0,147.81,1012040075,559138163,18519.0,False,-44.60607957573639,1161705600000,100,-21593268.0,1383044593,,-9.526,,,-2.324,0.56,0.0,,-371.7808399664064,SZ002076,0.01,-33.29,764113035,6.06,11,33902394.0,8.92
晨丰科技,S2703,20,31782402.0,3.75,0.06,14.2,7.25,2.091,44.01,815932000,57460000,2553.0,False,6.874541102347376,1511712000000,100,-1724902.8,2399800000,-9.326295971141807,2.243,,,22.673,0.42,0.14,,10.25063727744992,SH603685,0.01,-1.33,169000000,3.91,11,2244214.0,0.8300000000000001
锦富技术,S2703,21,53999252.0,4.1,0.01,3.18,-20.9,0.0,6.63,3409334757,1072117848,15835.0,False,-33.49496610464887,1286899200000,100,3572952.0,3479287010,,2.944,,,-629.454,0.32,0.0,,-0.465221071925253,SZ300128,0.01,-13.13,1094115412,1.58,11,16887670.0,1.57
沃格光电,S2703,22,19466069.0,2.11,0.1,31.38,-6.86,0.518,43.99,2018590831,64327305,7905.0,False,-4.761467605473591,1523894400000,100,-189557.0,2968408547,,1.843,,,86.772,0.32,-0.1,,2.104231858678794,SH603773,0.01,-20.21,94595556,0.97,11,622282.0,0.9
水晶光电,S2703,23,784283320.0,3.4,0.04,15.32,-5.2,0.657,232.24,18082294508,1180306430,120115.0,False,19.48656918084546,1221753600000,100,26004623.0,18654985246,23.58926666336833,3.474,,,36.395,0.26,-0.52,,11.02261344905343,SZ002273,0.01,953.65,1217688332,4.32,11,51026897.0,0.93
奥拓电子,S2703,24,14606590.0,1.51,0.01,5.96,-23.59,1.342,7.38,2557057570,428317851,30416.0,False,-16.39213182586819,1307635200000,100,-641763.0,3701621391,,2.726,,,27.05,0.17,-0.17,,10.34513187927287,SZ002587,0.01,153.39,620037084,0.5700000000000001,11,2457500.0,0.74
联创光电,S2703,25,55976070.0,2.35,0.02,13.65,-10.73,0.331,260.36,6053457638,443476750,33418.0,False,7.18152119392248,985795200000,100,-925706.0,6053457638,-11.62743204384901,2.292,,,32.466,0.15,-0.15,,7.291423720082724,SH600363,0.01,91.04,443476750,0.92,11,4076301.0,1.04
*ST华映,S2703,26,18310669.0,2.27,0.0,1.32,-51.11,0.0,519.05,3647267741,2763081622,18588.0,False,-33.41750640831502,754243200000,100,-1928600.0,3651163300,,0.8150000000000001,,,-1.404,0.0,0.76,,-45.28794341499985,SZ000536,0.01,-51.98,2766032803,0.5,11,13831753.0,0.34
莱宝高科,S2703,27,90222406.0,3.95,0.0,10.38,9.15,0.963,58.4,7320074268,703853295,52909.0,False,13.45596019322029,1168531200000,100,3067922.0,7340488064,155.5052987146441,1.779,,,21.516,0.0,-0.1,,8.55162084127269,SZ002106,0.01,5.97,705816160,1.23,11,8672192.0,0.91
三安光电,S2703,28,4435328372.0,6.34,-0.05,25.97,41.45,0.386,20.98,105916695380,4078424928,150319.0,False,-4.741704997549911,833212800000,100,235729022.0,105916695380,-36.28045888828628,4.779,,,99.011,-0.19,0.12,,4.858432780311838,SH600703,0.01,5408.73,4078424928,4.13,11,168328196.0,1.83
三雄极光,S2703,29,8215346.0,1.34,-0.04,14.13,-13.42,2.117,43.99,1958300598,138395802,3741.0,False,-14.87453788398921,1489680000000,100,202056.0,3962000000,-5.274211537693163,1.76,,,16.202,-0.28,0.21,,11.329283630039,SZ300625,0.01,-35.22,280000000,0.42,11,580000.0,0.9500000000000001
凯盛科技,S2703,30,32144671.0,1.86,-0.02,5.35,-9.01,1.862,138.93,4086779416,763884003,21859.0,False,12.87324945941246,1036684800000,100,-3147092.0,4086779416,-12.93060444551861,1.636,,,46.076,-0.37,0.0,,3.605118124429719,SH600552,0.01,198.38,763884003,0.79,11,6003441.0,0.6900000000000001
雷曼光电,S2703,31,31861164.0,4.38,-0.03,7.05,-21.67,0.07100000000000001,11.08,1615836721,229196698,18499.0,False,5.032526607183008,1294848000000,100,1490437.0,2464045712,-6.359532389080746,2.691,,,74.022,-0.42,0.0,,3.401931947989355,SZ300162,0.01,-20.31,349510030,1.95,11,4476600.0,1.85
视源股份,S2703,32,64587461.0,2.19,-0.5,79.7,-7.0,0.928,44.02,30693022572,384962029,29798.0,False,6.897588257076337,1484755200000,100,-3213829.0,52275963072,25.97919184672055,10.628,,,32.992,-0.62,-0.26,,35.67079668031927,SZ002841,0.01,476.71,655662399,0.21,11,805158.0,0.49
长信科技,S2703,33,500070204.0,1.96,-0.06,9.65,-6.04,1.03,50.5,23246869319,2409002002,80397.0,False,-23.34262908015128,1274803200000,100,-26294020.0,23547082248,20.68314609352264,3.624,,,27.103,-0.62,-0.21,,14.75696331011792,SZ300088,0.01,367.93,2440112150,2.14,11,51628149.0,0.77
欧菲光,S2703,34,1125964041.0,2.82,-0.1,15.49,-0.71,0.135,54.33,41315606431,2667243798,199828.0,False,12.12345272014317,1280764800000,100,-28501534.0,42022311766,,4.354,,,46.348,-0.64,-0.39,,10.11068073168231,SZ002456,0.01,588.08,2712867125,2.71,11,72433594.0,0.7000000000000001
洲明科技,S2703,35,91836778.0,3.01,-0.06,8.9,-10.19,0.167,-7.38,6024548653,676915579,27437.0,False,10.56254700712478,1308672000000,100,965440.0,8745380469,15.60887097685404,2.635,,,16.916,-0.67,0.0,,17.88648693371721,SZ300232,0.01,386.67,982627019,1.53,11,10325516.0,0.6900000000000001
聚飞光电,S2703,36,185407618.0,3.4,-0.04,5.85,4.28,1.725,14.68,6696077492,1142675340,24764.0,False,1.335074283971726,1332086400000,100,-1283006.6,7489216063,71.13455972325602,3.305,,,24.362,-0.68,-0.51,,14.47025239057808,SZ300303,0.01,226.71,1278023219,2.77,11,31650842.0,0.59
鸿合科技,S2703,37,30614277.0,1.42,-0.37,49.78,-16.35,0.0,44.0,1707951800,34310000,6317.0,False,-12.78976063779609,1558540800000,100,-1162961.0,6923942712,,2.403,,,27.872,-0.74,0.02,,13.04565766411341,SZ002955,0.01,-19.61,139090854,1.79,11,614654.0,0.47
联合光电,S2703,38,12715350.0,1.6,-0.11,14.29,-22.17,1.042,43.98,1415464512,99052800,11458.0,False,-4.738343111052723,1502380800000,100,1106463.0,3216174620,,3.485,,,63.082,-0.76,-0.21,,5.640046900253414,SZ300691,0.01,95.68,225064704,0.89,11,885297.0,0.87
深天马A,S2703,39,173216230.0,1.89,-0.11,14.17,-13.01,0.56,123.33,25915802904,1828920459,106574.0,False,6.389460995052332,795196800000,100,-16276407.31,29021903633,-7.507957855381509,1.074,,,34.5,-0.77,-0.21,,3.157211671927985,SZ000050,0.01,1153.62,2048123051,0.67,11,12164061.0,0.99
东旭B,S2703,40,978442.0,6.67,-0.01,1.19,-44.65,6.638,4.52,295000001,250000001,1398.0,False,-36.09938548754545,836755200000,100,0.0,6761695139,-20.19131217733372,0.202,,,-3.28,-0.8300000000000001,0.85,,-5.986453461264631,SZ200413,0.01,96.72,5730250118,0.33,11,836400.0,0.8
同兴达,S2703,41,48173005.0,3.47,-0.19,21.14,7.62,0.292,44.03,2522669686,119331584,10870.0,False,41.94271292403848,1485273600000,100,-713920.0,4286937644,24.37458014284899,3.356,,,36.032,-0.89,-0.47,,9.780356416614765,SZ002845,0.01,96.79,202787968,1.9,11,2263100.0,1.0
恒久科技,S2703,42,22515944.0,2.7,-0.08,8.8,-8.43,0.225,43.97,1508077525,171372446,5406.0,False,-2.394900511432829,1470931200000,100,-576684.0,2365440000,-8.338042215385677,4.079,,,111.335,-0.9,0.0,,3.700864456998735,SZ002808,0.01,117.64,268800000,1.49,11,2561531.0,0.52
彩虹股份,S2703,43,32383054.0,1.99,-0.04,3.99,-5.0,0.0,399.33,5138986215,1287966470,32988.0,False,167.1407810431115,832521600000,100,-5876928.0,14317675031,23.79063833727955,0.719,,,-78.556,-0.99,-0.25,,-0.916074008416441,SH600707,0.01,35.03,3588389732,0.63,11,8068046.0,0.84
*ST宇顺,S2703,44,7629891.0,2.19,-0.09,9.03,11.9,0.0,39.92,2338426201,258961927,16057.0,False,-39.71115265830132,1251907200000,100,767417.0,2530691209,,7.843,,,88.916,-0.99,-0.11,,9.187772318016183,SZ002289,0.01,-33.78,280253733,0.33,11,844650.0,0.37
隆利科技,S2703,45,7845151.0,1.73,-0.24,22.29,-21.45,0.644,43.99,737339688,33064560,2584.0,False,39.3973490267085,1543507200000,100,486080.0,2670474506,-33.98261400722163,3.213,,,40.459,-1.07,-0.09,,7.959015555743741,SZ300752,0.01,47.73,119752220,1.06,11,350780.0,0.72
维信诺,S2703,46,70317057.0,2.18,-0.16,12.71,-20.06,0.0,114.59,13571892414,1067812149,43945.0,False,452.9923814450956,1271088000000,100,-9122645.0,17382997315,40.4964530938841,1.184,,,89.681,-1.24,-0.24,,1.329119351548596,SZ002387,0.01,-23.22,1367663046,0.52,11,5506904.0,0.88
永新光学,S2703,47,25992316.0,1.95,-0.46,36.4,4.75,1.194,43.99,1859354697,51081173,6858.0,False,5.465497882844805,1536508800000,100,-1315932.0,4023838000,15.87161084646502,3.388,,,27.895,-1.25,-0.05,,12.85132414292766,SH603297,0.01,56.09,110545000,1.4,11,713120.0,0.63
英飞特,S2703,48,15491854.0,1.79,-0.14,11.03,-6.59,0.532,43.97,1473712399,133609465,4763.0,False,0.86682269336793,1482854400000,100,285.0,2183187754,58.08979802200192,2.018,,,20.821,-1.25,-0.27,,10.22498970243586,SZ300582,0.01,-5.25,197931800,1.05,11,1407550.0,1.22
中光学,S2703,49,42277756.0,2.48,-0.22,15.92,-21.5,0.679,116.67,3535550932,222082345,27177.0,False,4.85183671800995,1196611200000,100,-1439512.0,4180085203,,3.14,,,83.792,-1.36,-0.25,,3.813801630013296,SZ002189,0.01,37.94,262568166,1.19,11,2635520.0,1.26
鸿利智汇,S2703,50,22167315.0,4.07,-0.13,9.2,35.69,0.0,14.44,5774795555,627695169,12330.0,False,-15.72542300690225,1305648000000,100,115121.0,6513080255,,3.538,,,-6.789,-1.39,0.0,,-40.68731749731288,SZ300219,0.01,134.83,707943506,0.38,11,2367750.0,0.96
亚世光电,S2703,51,23459227.0,1.83,-0.39,25.26,-20.32,1.535,43.99,1752627750,69411000,2844.0,False,-13.61607057930317,1553702400000,100,-682300.0,2766390000,-5.127037583149285,3.427,,,36.711,-1.52,0.08,,9.486121152090806,SZ002952,0.01,3.28,109560000,1.33,11,925935.0,1.03
艾比森,S2703,52,30125075.0,1.79,-0.17,9.33,-14.79,0.0,44.0,1515821734,162641817,8464.0,False,9.439923373957825,1406822400000,100,-1655051.0,2980557557,4.352023550020267,2.268,,,26.915,-1.79,0.0,,8.485530608460854,SZ300389,0.01,77.66,319802313,1.98,11,3225300.0,0.76
森霸传感,S2703,53,40083555.0,2.39,-0.54,29.55,-7.98,0.6920000000000001,43.99,1122948330,38014500,8464.0,False,19.09453967405643,1505404800000,100,-2950754.0,3544800000,28.664719445108,6.247,,,38.711,-1.79,-0.27,,17.23994893663088,SZ300701,0.01,192.94,120000000,3.54,11,1348130.0,0.92
长方集团,S2703,54,9389213.0,2.21,-0.05,2.66,-29.26,0.0,6.55,1608290408,602355958,4959.0,False,-12.71123734517454,1332259200000,100,-1438441.0,2109590413,181.2702343568333,1.816,,,-4.463,-1.85,-0.37,,-34.04628431107331,SZ300301,0.01,-29.62,790108769,0.58,11,3501144.0,0.5
经纬辉开,S2703,55,19851534.0,2.9,-0.13,6.76,5.62,1.451,27.19,1585731420,234229161,14501.0,False,47.11619198252907,1284652800000,100,-475893.0,3146402256,16.79134740194481,1.28,,,23.982,-1.89,0.0,,5.972704229531598,SZ300120,0.01,-26.11,464756611,1.25,11,2922643.0,0.74
五方光电,S2703,56,26859801.0,2.75,-0.55,27.44,-23.9,0.714,43.99,1382472000,50400000,6099.0,False,-5.585809001465836,1568649600000,100,314405.0,5529888000,-15.05336575944616,3.349,,,37.105,-1.96,-0.4,,,SZ002962,0.01,62.19,201600000,1.93,11,971500.0,0.72
欧普照明,S2703,57,42490044.0,2.79,-0.48,23.86,-15.12,2.052,43.98,17984682153,753758682,16857.0,False,-9.38636007925362,1471536000000,100,-4484595.0,18039681194,,3.741,,,22.642,-1.97,-0.08,,17.13479409512365,SH603515,0.01,82.17,756063755,0.24,11,1776326.0,1.3
华体科技,S2703,58,40393620.0,3.21,-0.93,43.94,6.65,0.289,43.96,1795944636,40872659,6983.0,False,34.56180687697015,1497974400000,100,-3054932.0,4484802010,31.08148286172001,6.293,,,44.741,-2.07,-0.05,,15.1776359059579,SH603679,0.01,233.08,102066500,2.22,11,908500.0,1.15
久量股份,S2703,59,45503014.0,2.31,-0.45,21.15,-13.39,0.317,44.02,846000000,40000000,1778.0,False,-6.409159780700557,1574956800000,100,-1441796.0,3384000000,6.595727489448078,3.184,,,42.917,-2.08,0.05,,,SZ300808,0.01,61.89,160000000,5.36,11,2143143.0,0.91
金龙机电,S2703,60,18418342.0,3.01,-0.08,3.58,-4.02,0.0,47.89,2883378893,803169608,59154.0,False,-35.4183348056784,1261670400000,100,-4095549.0,2883378893,,1.978,,,111.41,-2.19,0.0,,1.802223725440899,SZ300032,0.01,-50.3,803169608,0.64,11,5107938.0,1.39
*ST飞乐,S2703,61,13133984.0,2.87,-0.07,3.07,-30.54,0.0,0.0,3024625406,985220002,17810.0,False,-24.736330180491,661536000000,100,-2097721.0,3024625406,,-1.691,,,-1.815,-2.23,0.0,,178.236722294607,SH600651,0.01,,985220002,0.43,11,4238900.0,0.62
瑞丰光电,S2703,62,61570182.0,3.06,-0.14,5.75,-13.53,0.0,74.54,2445973344,424648150,13452.0,False,-13.78266302355777,1310400000000,100,808323.0,3080130987,,2.567,,,-22.687,-2.38,-0.35,,-10.60671182738339,SZ300241,0.01,11.68,534744963,2.52,11,10724201.0,0.6900000000000001
合力泰,S2703,63,254828722.0,2.48,-0.13,5.11,-7.93,0.669,148.9,14112710537,2761782884,29606.0,False,6.566521855297669,1203436800000,100,-39020799.0,15924886884,-22.20851649288765,1.291,,,16.45,-2.48,-0.2,,8.125721781595844,SZ002217,0.01,6.44,3116416220,1.79,11,49525801.0,1.13
GQY视讯,S2703,64,19658773.0,3.77,-0.12,4.65,-20.38,0.0,5.02,1776433763,381208962,15174.0,False,-8.057037619411744,1272556800000,100,-3968212.0,1975840000,-56.87549494962379,1.934,,,70.249,-2.52,0.0,,2.780447901834347,SZ300076,0.01,-46.17,424000000,1.09,11,4175019.0,1.93
麦捷科技,S2703,65,122973313.0,2.71,-0.28,10.78,-14.78,0.0,7.19,6989912935,648414929,28751.0,False,15.44765800457075,1337702400000,100,-1575786.0,7514953287,,3.614,,,135.454,-2.53,-0.19,,2.705966243341366,SZ300319,0.01,417.92,697119971,1.75,11,11334383.0,0.67
光莆股份,S2703,66,63477201.0,5.78,-0.39,14.5,-20.78,1.282,43.98,1882273678,129722514,11193.0,False,22.89891976774134,1491408000000,100,-4772590.0,3451608271,42.44228539714505,4.206,,,20.307,-2.62,0.14,,23.12810376743918,SZ300632,0.01,249.15,237877896,3.32,11,4312605.0,2.36
联得装备,S2703,67,71906707.0,3.06,-0.87,29.52,11.61,0.331,44.0,2115409949,71684512,10628.0,False,9.902481082919422,1474992000000,100,-3230214.0,4252021299,24.74693826858829,6.159,,,49.067,-2.86,-0.34,,12.81732427686192,SZ300545,0.01,276.31,144087472,3.35,11,2407367.0,0.89
深纺织B,S2703,68,77832.0,1.45,-0.08,2.68,-28.34,0.0,10.88,132961320,49428000,637.0,False,-1.781965528961526,776880000000,100,0.0,1370120374,,0.461,,,361.707,-2.9,0.0,,0.132083063090335,SZ200045,0.01,134.89,509338429,0.06,11,28800.0,0.31
三利谱,S2703,69,86020337.0,5.23,-1.49,49.55,1.65,0.098,43.99,3495039079,70535602,11478.0,False,32.93873195397594,1495641600000,100,-2526185.0,5153200000,,5.473,,,66.985,-2.92,-0.1,,8.50479398778216,SZ002876,0.01,192.12,104000000,2.43,11,1717627.0,0.8
激智科技,S2703,70,76883345.0,4.61,-0.77,25.24,2.6,0.191,43.98,2804774303,111124180,8118.0,False,20.71585163873826,1479139200000,100,-821610.0,3917260620,21.7997528000996,5.638,,,54.466,-2.96,-0.36,,10.84868229091902,SZ300566,0.01,188.52,155200500,2.72,11,3024240.0,1.12
乾照光电,S2703,71,147955147.0,2.61,-0.16,5.21,9.68,0.0,77.07,3686079225,707500811,17603.0,False,4.092219811102948,1281542400000,100,-8925740.0,3686157375,191.6473252506655,1.444,,,-11.16,-2.98,-0.38,,-12.14044038169615,SZ300102,0.01,-68.05,707515811,3.99,11,28197700.0,0.71
宇瞳光学,S2703,72,50415928.0,3.68,-0.78,22.03,-6.93,0.919,44.0,1133364016,51446392,4501.0,False,18.2061386662455,1568908800000,100,-2636642.0,4531906825,17.77489761624391,3.747,,,43.168,-3.42,-0.14,,,SZ300790,0.01,89.08,205715244,4.38,11,2256360.0,0.92
华灿光电,S2703,73,83719899.0,5.36,-0.28,5.88,-16.0,0.0,-0.4,4883727730,831980874,16504.0,False,-5.238126581489977,1338480000000,100,-7849555.0,6410987588,,1.356,,,-6.68,-4.55,-0.17,,-18.63547289258685,SZ300323,0.01,12.2,1092161429,1.68,11,13953000.0,1.44
芯瑞达,S2703,74,632156599.0,6.45,-2.54,49.86,284.43,,44.02,1766395400,35420000,3940.0,False,0.6740839890454701,1588003200000,100,7580901.960000001,7065581600,20.13760862471205,7.393,,,74.736,-4.85,-1.11,,,SZ002983,0.01,223.26,141680000,35.49,11,12571592.0,1.27
锦港B股,S4201,0,47726.0,3.83,0.002,0.211,-31.49,0.0,0.0,47012271,222806970,3296.0,False,10.82561496796854,895507200000,100,13824.0,422483507,7.551131545735679,0.467,,,17.531,0.96,0.48,,2.693169974927852,SH900952,0.001,109.63,2002291500,0.1,11,225282.0,0.78
