industry2_code,industry2_name,url,symbol,amount,chg,hasexist,high52w,last_close,percent,volume,current,high,low,name,market_capital,low52w,pe_ttm,open
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600470,27171801,0.02,FALSE,8.37,5.36,0.37,5062737,5.38,5.44,5.31,六国化工,2806208000,5,0,5.37
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600589,14799266,0.02,FALSE,9.07,5.58,0.36,2664401,5.6,5.61,5.47,广东榕泰,3949712654,5.18,33.0759,5.58
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ000407,26768765.43,0.02,FALSE,12.5,6.02,0.33,4465507,6.04,6.05,5.92,胜利股份,5315711322,5.42,0,6.02
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ000985,11964178.52,0.05,FALSE,35.82,16.2,0.31,737088,16.25,16.45,15.95,大庆华科,2106641875,14.01,43.747,16.2
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ300082,21695946,0.02,FALSE,9.35,6.51,0.31,3322500,6.53,6.58,6.41,奥克股份,4444775100,5.97,31.8245,6.45
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ000523,9268999.22,0.02,FALSE,12.73,7,0.29,1322596,7.02,7.04,6.94,广州浪奇,3671068782,6.45,88.402,7
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH603188,63843297,0.04,FALSE,20.3,13.84,0.29,4608466,13.88,14.03,13.64,亚邦股份,7994880000,12.66,13.2707,13.78
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600618,62223224,0.03,FALSE,13.82,10.96,0.27,5651065,10.99,11.15,10.75,氯碱化工,12708835736,8.62,39.6782,10.95
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600135,43496499,0.02,FALSE,19.95,9.16,0.22,4745276,9.18,9.27,9.03,乐凯胶片,3424064127,8,49.4444,9.08
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600328,53771463,0.02,FALSE,14.24,9.47,0.21,5705711,9.49,9.55,9.32,兰太实业,4156914883,8.5,19.4123,9.33
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH603002,28147990,0.01,FALSE,7.01,5.27,0.19,5330272,5.28,5.36,5.16,宏昌电子,3244093776,4.82,73.0349,5.24
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ300109,124644303.3,0.07,FALSE,48.88,35.9,0.19,3440460,35.97,37.49,34.9,新开源,6105269428,30.75,66.8721,35.5
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002666,108165106,0.01,FALSE,8.35,6.18,0.16,17427800,6.19,6.25,6.09,德联集团,4669298169,5.13,39.9506,6.16
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600796,7740078,0.01,FALSE,12.24,6.23,0.16,1251793,6.24,6.24,6.12,钱江生化,1880749379,5.75,52.1026,6.15
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002274,6713727,0.01,FALSE,9.68,6.86,0.15,978200,6.87,6.91,6.8,华昌化工,4361830079,6.53,76.7721,6.8
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002096,7582103.54,0.01,FALSE,15.46,7.02,0.14,1079897,7.03,7.09,6.96,南岭民爆,2610147610,6.38,105.3862,6.99
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH603026,41414790,0.01,FALSE,38.95,18.4,0.05,2249377,18.41,18.65,18.03,石大胜华,3731338800,16.01,22.3163,18.2
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002113,0,0,FALSE,19.93,9.83,0,0,9.83,10.99,9.83,天润数娱,8862571477,9.83,217.5885,10.98
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ000950,0,0,FALSE,11.46,10.72,0,0,10.72,10.87,10.53,*ST建峰,6419127799,8.87,0,10.65
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002004,0,0,FALSE,8.65,6.73,0,0,6.73,6.74,6.66,华邦健康,13694390320,6.66,33.0094,6.72
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002217,198249279.8,0,FALSE,12.9,10.08,0,19588326,10.08,10.25,9.92,合力泰,31533371614,8.01,26.6345,10.15
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600378,0,0,FALSE,14.72,13.65,0,0,13.65,0,0,天科股份,4056688436,11.22,100.4912,0
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ300225,0,0,FALSE,16.92,10.95,0,0,10.95,12.15,10.95,金力泰,5150223000,10.95,90.2993,11.66
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002538,0,0,FALSE,10.58,7.54,0,0,7.54,7.56,6.79,司尔特,5414626934,6.79,32.0476,7.56
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH601208,14331321,0,FALSE,8.09,5.49,0,2617168,5.49,5.51,5.42,东材科技,3440039490,5.17,38.6774,5.46
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002442,0,0,FALSE,14.6,12.29,0,0,12.29,12.31,12.17,龙星化工,5899200000,11.81,68.7726,12.3
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002584,0,0,FALSE,19.92,17.12,0,0,17.12,17.2,15.35,西陇科学,10018905145,10.95,129.4853,17.07
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ300067,0,0,FALSE,8.86,5.96,0,0,5.96,5.96,5.77,安诺其,4332421547,5.4,48.7824,5.9
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600226,0,0,FALSE,8.55,5.93,0,0,5.93,0,0,瀚叶股份,14317027756,5.91,75.5072,0
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600339,22993799,0,FALSE,9.68,4.54,0,5087912,4.54,4.56,4.49,中油工程,25347489518,4.26,17.6932,4.56
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH601216,0,0,FALSE,5.9,4.71,0,0,4.71,0,0,君正集团,39743061902,4.55,18.0457,0
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600409,252875665,0,FALSE,13.49,9.69,0,26318328,9.69,9.74,9.48,三友化工,20003546151,8.23,12.0758,9.6
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ000912,0,0,FALSE,11.9,6.79,0,0,6.79,6.79,6.36,*ST天化,3972150000,5.17,0,6.36
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600309,0,0,FALSE,42.18,36.44,0,0,36.44,0,0,万华化学,99627426432,19.68,11.0818,0
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ000731,44751052.04,0,FALSE,10.44,7.59,0,5930102,7.59,7.61,7.47,四川美丰,4489366232,6.86,0,7.6
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002145,66034665.5,0,FALSE,7.26,5.46,0,12134575,5.46,5.5,5.37,中核钛白,8691345805,5.01,25.311,5.4
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600227,0,0,FALSE,7.54,4.94,0,0,4.94,0,0,赤天化,8577416260,4.94,0,0
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600078,13517848,0,FALSE,8.31,4.56,0,2970900,4.56,4.6,4.49,澄星股份,3021332246,4.2,48.5061,4.55
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600273,0,0,FALSE,9.57,9.53,0,0,9.53,0,0,嘉化能源,14237759122,8.63,16.0673,0
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600731,22913021,0,FALSE,12.45,7.39,0,3114900,7.39,7.45,7.28,湖南海利,2625095738,6.73,103.3214,7.36
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002037,0,0,FALSE,17.76,11.18,0,0,11.18,11.18,11.07,久联发展,3659976029,10.77,34.8827,11.07
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ000930,0,0,FALSE,15.5,13.34,0,0,13.34,13.4,13.23,中粮生化,12865244274,9.68,54.3747,13.39
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002165,13932369.96,0,FALSE,8.11,5.26,0,2653929,5.26,5.28,5.19,红宝丽,3166825659,4.96,29.5996,5.25
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ000545,38816271.28,0,FALSE,7.7,4.55,0,8542681,4.55,4.59,4.49,金浦钛业,4490090582,4.29,22.037,4.57
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600599,5849130,-0.01,FALSE,30.94,19.06,-0.05,308002,19.05,19.4,18.38,熊猫金控,3162300000,17.1,107.9558,19.4
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600155,111190653,-0.01,FALSE,21.47,9.79,-0.1,11418706,9.78,9.97,9.52,宝硕股份,17012864017,8.7,183.8039,9.69
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH900908,718619,-0.001,FALSE,0.836,0.795,-0.13,904250,0.794,0.798,0.786,氯碱B股,918181580.9,0.597,18.8413,0.79
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600722,32206683,-0.01,FALSE,14.42,6.35,-0.16,5089623,6.34,6.37,6.28,金牛化工,4313226746,5.55,102.8544,6.31
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600352,780391790,-0.02,FALSE,13.4,12.68,-0.16,61812438,12.66,12.78,12.41,浙江龙盛,41187181348,8.9,16.6295,12.71
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600277,40303178,-0.01,FALSE,7.93,5.68,-0.18,7138131,5.67,5.7,5.53,亿利洁能,15529790645,5.12,48.1109,5.66
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ300429,143958558.5,-0.05,FALSE,34.66,27.95,-0.18,5203242,27.9,28.35,27.18,强力新材,7175489233,19.02,56.1352,27.39
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600538,9864802,-0.01,FALSE,13.88,5.68,-0.18,1753480,5.67,5.7,5.58,国发股份,2633154713,4.72,0,5.68
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002539,12395330.4,-0.01,FALSE,11.08,5.4,-0.19,2296651,5.39,5.46,5.3,云图控股,5444439000,4.91,84.6498,5.38
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ300063,40680350.75,-0.01,FALSE,11.93,4.69,-0.21,8706307,4.68,4.74,4.58,天龙集团,3399678126,4.1,24.8126,4.65
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600596,763891757,-0.04,FALSE,15.03,14.28,-0.28,52894636,14.24,15.03,14.03,新安股份,10045104374,6.99,31.2108,14.14
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ000510,18334597.48,-0.02,FALSE,12.08,7.12,-0.28,2583151,7.1,7.2,6.97,金路集团,4325194003,6.09,54.4144,7.07
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ300135,16479808,-0.01,FALSE,6.59,3.4,-0.29,4871100,3.39,3.42,3.34,宝利国际,3124224000,3.11,106.8531,3.38
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ300243,6087358.68,-0.03,FALSE,17.08,10.36,-0.29,586472,10.33,10.59,10.31,瑞丰高材,2136911235,9.25,131.6217,10.59
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600315,36949169,-0.1,FALSE,37.88,34.11,-0.29,1080526,34.01,34.47,33.89,上海家化,22883009382,27.2,270.0212,34.07
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ000791,23321707.05,-0.02,FALSE,14.51,6.74,-0.3,3481877,6.72,6.75,6.63,甘肃电投,6525968064,6.22,52.8953,6.68
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002068,141592147,-0.03,FALSE,13.33,9.47,-0.32,14812554,9.44,9.87,9.36,黑猫股份,6863480346,6.58,16.4531,9.4
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002581,31329283,-0.05,FALSE,26.37,14.28,-0.35,2217800,14.23,14.34,13.95,未名医药,9388037389,12.73,22.347,14.1
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002741,15248756.32,-0.05,FALSE,19.93,14.31,-0.35,1069782,14.26,14.38,14.1,光华科技,5336502659,12.85,62.0564,14.25
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600319,7131437,-0.03,FALSE,13.89,8.21,-0.37,870500,8.18,8.24,8.15,亚星化学,2581558920,7.33,18.6008,8.21
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600249,17599994,-0.02,FALSE,12.34,5.39,-0.37,3284001,5.37,5.4,5.32,两面针,2953500000,4.91,60.5858,5.36
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002018,146688810.1,-0.02,FALSE,9.13,5.41,-0.37,27498392,5.39,5.43,5.24,华信国际,12277489805,5.02,22.8299,5.39
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002409,126597172.1,-0.08,FALSE,42.3,21.79,-0.37,5822265,21.71,22.38,20.65,雅克科技,7464497283,17.06,97.2523,21.6
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600075,37910261,-0.03,FALSE,11.23,7.6,-0.39,5022884,7.57,7.63,7.48,新疆天业,7361994205,7.11,12.2591,7.58
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002588,60347085.18,-0.03,FALSE,10.82,7.5,-0.4,8092351,7.47,7.58,7.28,史丹利,8644791960,6.58,29.8896,7.33
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002002,45409257,-0.03,FALSE,9.08,6.78,-0.44,6752173,6.75,6.77,6.69,鸿达兴业,17445710698,6.41,15.1359,6.72
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ300108,5044075,-0.04,FALSE,10.02,8.29,-0.48,614950,8.25,8.35,8.05,吉药控股,5494621061,7.31,30.5056,8.35
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002061,91537497.91,-0.08,FALSE,16.85,15.38,-0.52,5997314,15.3,15.55,14.92,浙江交科,19970116736,6.93,62.6285,15.4
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ000818,85074823.31,-0.07,FALSE,13.84,12.49,-0.56,6809743,12.42,12.6,12.4,方大化工,8592683850,9.5,35.5716,12.41
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600096,28625500,-0.04,FALSE,9.96,6.89,-0.58,4189662,6.85,6.89,6.77,云天化,9051447095,6.1,0,6.89
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ300041,88459345.95,-0.07,FALSE,16.72,10.16,-0.69,8721397,10.09,10.3,9.98,回天新材,4295438227,8.68,39.1084,10.07
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002391,28558400.22,-0.1,FALSE,18.33,14.35,-0.7,2000865,14.25,14.4,14.17,长青股份,5122678065,12.53,26.7698,14.35
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH900909,523447,-0.007,FALSE,1.005,0.955,-0.73,551400,0.948,0.955,0.942,华谊B股,2007324506,0.84,24.5176,0.955
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002407,242394041.8,-0.13,FALSE,32.67,17.8,-0.73,13628834,17.67,18.09,17.36,多氟多,11422424938,14.92,37.1678,17.51
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002170,18809230.36,-0.04,FALSE,9.44,5.35,-0.75,3545958,5.31,5.38,5.17,芭田股份,4726152209,4.5,52.7844,5.28
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH603010,28555133,-0.17,FALSE,36.32,22.26,-0.76,1292900,22.09,22.65,21.6,万盛股份,5619518882,17.69,39.8527,22
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600426,256525859,-0.14,FALSE,20.23,18.26,-0.77,14182901,18.12,18.39,17.72,华鲁恒升,29360987526,9.48,27.2203,17.99
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ000635,15977034.72,-0.1,FALSE,27.8,13.01,-0.77,1237212,12.91,13.04,12.8,英力特,3912860942,11.54,22.5782,13.04
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600146,109443687,-0.18,FALSE,32.16,23.1,-0.78,4725416,22.92,23.42,22.86,商赢环球,10771712400,18.95,91.9564,23.06
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600623,267659098,-0.09,FALSE,12.93,11.19,-0.8,24183852,11.1,11.29,10.77,华谊集团,23503483134,8.23,43.6773,11.06
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002734,14299104.3,-0.2,FALSE,35.12,24.1,-0.83,598900,23.9,24.15,23.74,利民股份,3936543977,21,25.4163,24.15
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ000830,1409460052,-0.2,FALSE,25.1,23.18,-0.86,61243443,22.98,23.58,22.25,鲁西化工,33662500678,5.59,29.4019,22.64
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ300459,90204828.14,-0.1,FALSE,15.14,11.48,-0.87,7883955,11.38,11.6,11.27,金科文化,22432631483,9.8,61.9668,11.59
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600299,18299951,-0.11,FALSE,14.55,12.34,-0.89,1502823,12.23,12.38,12.12,安迪苏,32799652569,9.93,24.8482,12.38
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH600691,39324781,-0.03,FALSE,4.03,3.28,-0.91,12149188,3.25,3.26,3.22,阳煤化工,5709557445,2.55,0,3.26
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ300107,559011890.3,-0.09,FALSE,11.21,9.59,-0.94,58094717,9.5,9.9,9.21,建新股份,5193920959,4.96,128.6561,9.31
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ000422,33418957.02,-0.03,FALSE,7.46,3.11,-0.96,10829617,3.08,3.11,3.06,湖北宜化,2765429473,2.85,0,3.08
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SH601678,292729499,-0.09,FALSE,9.95,9.38,-0.96,31276813,9.29,9.54,9.16,滨化股份,11036520000,6.06,13.3653,9.26
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002010,42518006.14,-0.18,FALSE,18.85,15.68,-1.15,2759532,15.5,15.68,15.08,传化智联,50496127509,14.4,151.7263,15.66
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002226,16278256.42,-0.06,FALSE,10.04,5.2,-1.15,3164453,5.14,5.18,5.11,江南化工,4683974019,4.75,52.1714,5.18
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002211,34918891,-0.07,FALSE,13.15,5.92,-1.18,5981600,5.85,5.91,5.71,宏达新材,2529983301,5.17,60.0486,5.9
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002648,143654287.9,-0.21,FALSE,20.32,16.61,-1.26,8754775,16.4,16.78,16.02,卫星石化,17444857218,11.5,19.2125,16.53
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ002319,25203188,-0.21,FALSE,22.94,16.36,-1.28,1556000,16.15,16.32,16.12,乐通股份,3230000000,14.63,408.1841,16.15
C26,化学原料和化学制品制造业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=C26,SZ300387,11332804,-0.2,FALSE,29.6,15.4,-1.3,747500,15.2,15.29,15.02,富邦股份,1899118400,13.79,27.2336,15.29
