industry2_code,industry2_name,url,symbol,amount,chg,hasexist,high52w,last_close,percent,volume,current,high,low,name,market_capital,low52w,pe_ttm,open
A01,农业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A01,SZ300087,30238600.12,0.26,FALSE,12.94,9.87,2.63,3001601,10.13,10.23,9.95,荃银高科,4278721060,8.55,362.8232,9.95
A01,农业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A01,SH600540,13224292,0.04,FALSE,10.35,4.13,0.97,3178227,4.17,4.2,4.08,*ST新赛,1963750215,3.53,0,4.12
A01,农业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A01,SZ300143,0,0,FALSE,32.6,25.6,0,0,25.6,25.85,25,星普医科,7382710221,22.22,49.1973,25.76
A01,农业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A01,SZ000998,0,0,FALSE,28.57,24.18,0,0,24.18,24.55,23.58,隆平高科,30374787217,18.89,54.1021,23.86
A01,农业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A01,SH601118,149756523,-0.05,FALSE,7.54,5.89,-0.85,25502391,5.84,5.97,5.77,海南橡胶,24991858334,4.8,70.8682,5.86
A01,农业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A01,SH600108,43744908,-0.04,FALSE,5.58,3.82,-1.05,11582696,3.78,3.81,3.75,亚盛集团,7359339157,3.48,88.7488,3.81
A01,农业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A01,SZ300189,15352439.5,-0.04,FALSE,5.27,3.6,-1.11,4317850,3.56,3.58,3.53,神农基因,3645440000,3.03,124.9357,3.56
A01,农业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A01,SH600598,163763318,-0.17,FALSE,13.26,10.83,-1.57,15312970,10.66,10.8,10.61,北大荒,18950067830,9.8,27.0844,10.66
A01,农业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A01,SZ002041,37421772.83,-0.26,FALSE,18.45,11.62,-2.24,3296460,11.36,11.45,11.25,登海种业,9996800000,10.26,31.4453,11.4
A01,农业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A01,SH600506,39249593,-0.35,FALSE,25.8,15.35,-2.28,2609833,15,15.29,14.85,香梨股份,2215603095,12.62,0,15.29
A01,农业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A01,SH600371,15639457,-0.23,FALSE,16.88,9.32,-2.47,1714630,9.09,9.23,9.03,万向德农,2045795400,8,35.2605,9.15
A01,农业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A01,SH600354,163681013,-0.2,FALSE,10.29,7.43,-2.69,22583330,7.23,7.33,7.17,敦煌种业,3816009038,5.66,82.1233,7.26
A01,农业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A01,SH600359,79656350,-0.2,FALSE,11,6.81,-2.94,11955500,6.61,6.75,6.57,新农开发,2521799740,5.4,0,6.64
A01,农业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A01,SH600313,192161448,-0.2,FALSE,6.27,3.83,-5.22,51970188,3.63,3.76,3.61,农发种业,3928381147,2.6,87.7964,3.76
A02,林业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A02,SZ000592,98384563.2,0.04,FALSE,7.05,4.4,0.91,22227724,4.44,4.5,4.31,平潭发展,8577107156,3.85,879.0579,4.36
A02,林业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A02,SZ002679,15638388,0.02,FALSE,37.62,20.2,0.1,771900,20.22,20.55,19.89,福建金森,2804109600,18.5,108.8962,20.2
A02,林业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A02,SH600265,4011599,-0.17,FALSE,37.19,17.85,-0.95,224482,17.68,18.2,17.54,ST景谷,2294864000,13.92,68.0777,17.54
A02,林业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A02,SZ002200,22515364.45,-0.11,FALSE,27.48,8.93,-1.23,2562328,8.82,8.97,8.62,云投生态,1624052090,7.89,48.5725,8.85
A02,林业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A02,SZ000663,34552154,-1.63,FALSE,22.56,16.29,-10.01,2356900,14.66,14.66,14.66,永安林业,4998894371,11.41,34.8467,14.66
A03,畜牧业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A03,SZ002234,119524005.1,0.26,FALSE,21,11.04,2.36,10705089,11.3,11.48,10.9,民和股份,3413126942,8.3,22.1934,11.03
A03,畜牧业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A03,SZ002458,190943598.6,0.24,FALSE,33.67,13.98,1.72,13669479,14.22,14.26,13.51,益生股份,4797525128,10.4,8.5341,13.7
A03,畜牧业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A03,SZ300313,12459591.46,0.12,FALSE,20.97,9.25,1.3,1335142,9.37,9.48,9.2,天山生物,1849195633,7.88,0,9.3
A03,畜牧业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A03,SZ002714,182564391.4,0.47,FALSE,62.88,48.25,0.97,3749105,48.72,50,47.4,牧原股份,56440339625,22.21,23.7926,48.25
A03,畜牧业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A03,SH600965,9576385,0,FALSE,16.06,10.21,0,939328,10.21,10.26,10.11,福成股份,8358936751,9.34,53.3227,10.15
A03,畜牧业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A03,SZ002321,0,0,FALSE,14.39,8.46,0,0,8.46,8.46,8.46,华英农业,4520102706,8.46,93.494,8.46
A03,畜牧业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A03,SH600975,14936973,0,FALSE,8.86,5.17,0,2908784,5.17,5.17,5.11,新五丰,3374332769,4.86,77.34,5.17
A03,畜牧业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A03,SZ300106,16958601,0,FALSE,17.25,6.47,0,2618000,6.47,6.53,6.37,西部牧业,1367320046,5.8,0,6.4
A03,畜牧业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A03,SZ002477,54382180.51,-0.02,FALSE,6.33,3.83,-0.52,14300962,3.81,3.82,3.78,雏鹰农牧,11944958190,3.53,18.4824,3.81
A03,畜牧业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A03,SZ002746,64961998.7,-0.22,FALSE,50.68,20.35,-1.08,3219871,20.13,20.45,19.8,仙坛股份,3660443246,17.26,34.783,20.1
A03,畜牧业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A03,SZ002505,55929910.28,-0.03,FALSE,3.75,2.53,-1.19,22309020,2.5,2.54,2.47,大康农业,13713430500,2.22,179.3095,2.51
A03,畜牧业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A03,SZ002299,79721577.33,-0.18,FALSE,18.97,14.73,-1.22,5472989,14.55,14.77,14.37,圣农发展,18034441522,11.8,57.8979,14.53
A03,畜牧业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A03,SZ000735,338689665.8,-0.16,FALSE,10.3,8.35,-1.92,41238470,8.19,8.34,8.12,罗牛山,9430896204,5.79,63.6927,8.18
A04,渔业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A04,SZ002447,337441953.7,0.1,FALSE,8.68,5.89,1.7,56273267,5.99,6.14,5.72,晨鑫科技,8548886070,5.05,36.6812,5.8
A04,渔业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A04,SZ300094,57128099.37,0.1,FALSE,9.96,7.21,1.39,7863734,7.31,7.31,7.17,国联水产,5729911482,6.07,39.9877,7.17
A04,渔业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A04,SH600467,21278851,0.02,FALSE,4.4,2.85,0.7,7445922,2.87,2.88,2.82,好当家,4193053652,2.6,86.8652,2.84
A04,渔业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A04,SH600097,6233736,0.07,FALSE,21.41,14.13,0.5,440354,14.2,14.25,14.01,开创国际,3421299138,12.88,17.8375,14.01
A04,渔业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A04,SZ200992,566970.25,0.01,FALSE,6.17,4.77,0.21,119495,4.78,4.78,4.68,中鲁B,1271820910,4.45,13.9407,4.68
A04,渔业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A04,SZ000798,5977764,0,FALSE,13.54,8.11,0,738381,8.11,8.16,7.91,中水渔业,2590780050,7.4,17.7768,8.11
A04,渔业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A04,SZ002086,75614256.84,0,FALSE,13.4,10.27,0,7401000,10.27,10.28,10.14,东方海洋,7062679000,9.13,52.5635,10.21
A04,渔业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A04,SH600257,0,0,FALSE,10.23,7.4,0,0,7.4,0,0,大湖股份,3561155191,5.91,508.3277,0
A04,渔业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A04,SZ002696,10009622.04,-0.1,FALSE,27.4,17.66,-0.57,571701,17.56,17.7,17.31,百洋股份,4083326910,16,35.8597,17.64
A04,渔业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A04,SZ002069,106846008.4,-0.18,FALSE,12.17,4.59,-3.92,24088149,4.41,4.52,4.35,獐子岛,3136004776,3.9,25.0006,4.43
A05,农、林、牧、渔服务业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=A05,SZ000713,37645489.8,-0.17,FALSE,11.12,6.62,-2.57,5783695,6.45,6.62,6.42,丰乐种业,1927749994,5.5,32.6671,6.51
B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SZ000552,65967818.13,0.08,FALSE,4.46,3.58,2.23,18303169,3.66,3.66,3.51,靖远煤电,8370314043,3.22,17.6921,3.56
B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SZ000968,77302853.1,0.22,FALSE,18.59,13.55,1.62,5604857,13.77,14.13,13.2,蓝焰控股,13322511628,10.6,25.3768,13.5
B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SZ002128,245078433.4,0.16,FALSE,15.2,10.49,1.53,23047514,10.65,10.79,10.37,露天煤业,17406130737,8.37,11.4001,10.42
B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SZ000780,18170555.21,0.06,FALSE,6.06,5.01,1.2,3602057,5.07,5.09,4.97,*ST平能,5142533063,3.77,17.306,5.01
B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH600348,289311088,0.08,FALSE,9.55,8.61,0.93,33656592,8.69,8.77,8.39,阳泉煤业,20899450000,5.96,14.2891,8.45
B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH600714,7674593,0.07,FALSE,15.94,7.7,0.91,999002,7.77,7.77,7.55,金瑞矿业,2239129641,6.91,38.8581,7.7
B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH601898,80036452,0.05,FALSE,6.95,5.58,0.9,14268704,5.63,5.68,5.52,中煤能源,74646274942,5.12,20.9369,5.55
B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH600508,42578717,0.1,FALSE,14.68,12.19,0.82,3488909,12.29,12.35,12.03,上海能源,8882204220,10.3,11.4563,12.14
B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SZ000983,332493638.5,0.05,FALSE,12.62,9.19,0.54,36274433,9.24,9.32,8.95,西山煤电,29117088000,6.94,18.1458,9.09
B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH600652,112791023,0.03,FALSE,13.03,6.57,0.46,17032974,6.6,6.87,6.41,游久游戏,5495843087,5.79,41.7665,6.44
B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH600121,24609863,0.02,FALSE,7.46,5.44,0.37,4537001,5.46,5.47,5.33,*ST郑煤,5543774773,4.42,43.8984,5.4
B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH601001,74857680,0.02,FALSE,8.15,6.06,0.33,12414255,6.08,6.13,5.91,大同煤业,10176096000,4.57,17.4412,6.01
B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH601101,102874955,0.02,FALSE,12.46,7.81,0.26,13251505,7.83,7.91,7.59,昊华能源,9395986470,6.32,12.7543,7.68
B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH600123,82471785,0.02,FALSE,10.68,8.56,0.23,9672812,8.58,8.64,8.42,兰花科创,9801792000,6.79,30.9905,8.5
B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH600403,4245563,0.01,FALSE,5.89,4.45,0.22,954400,4.46,4.49,4.39,*ST大有,10663023313,4.06,0,4.43
B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH600157,0,0,FALSE,4.22,3.36,0,0,3.36,0,0,永泰能源,41750672295,3.24,67.4001,0
B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SZ000939,0,0,FALSE,6.36,4.99,0,0,4.99,5,4.77,凯迪生态,19608681515,4.6,57.7624,4.78
B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH601225,507882395,-0.01,FALSE,10.83,8.74,-0.11,58492057,8.73,8.81,8.55,陕西煤业,87300000000,5.3,8.911,8.61
B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SZ000937,66576372.87,-0.01,FALSE,8.3,5.63,-0.18,11882333,5.62,5.68,5.52,冀中能源,19858533297,5.38,19.7747,5.6
B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH600381,39571370,-0.03,FALSE,18.49,9.95,-0.3,4012454,9.92,9.96,9.72,青海春天,6257079492,9.12,18.0932,9.82
B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH600397,9584633,-0.01,FALSE,5.53,2.95,-0.34,3266792,2.94,2.95,2.92,安源煤业,2910482053,2.72,0,2.93
B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH600395,73926404,-0.03,FALSE,9.15,6.74,-0.45,11049427,6.71,6.79,6.62,盘江股份,11105397987,6.3,14.5461,6.69
B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH600971,204694244,-0.05,FALSE,13.54,10.37,-0.48,19891034,10.32,10.46,10.19,恒源煤电,10320042002,6.57,11.8611,10.25
B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH601918,35782625,-0.02,FALSE,5.93,3.39,-0.59,10643254,3.37,3.39,3.34,新集能源,8730125866,3.22,415.2576,3.37
B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH601666,220027385,-0.06,FALSE,8.06,6.46,-0.93,34327483,6.4,6.58,6.28,平煤股份,15111455885,4.62,10.7793,6.4
B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH600188,603412556,-0.2,FALSE,20.64,15.94,-1.25,38733915,15.74,16,15.2,兖州煤业,77315131840,9.83,13.2617,15.74
B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH900948,8501263,-0.019,FALSE,1.631,1.455,-1.31,5914798,1.436,1.455,1.425,伊泰B股,4672754052,0.91,6.267,1.45
B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH601088,889075902,-0.35,FALSE,29.43,24.51,-1.43,37027517,24.16,24.54,23.55,中国神华,4.81E+11,13.24,11.7049,24.19
B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SZ000571,21363228.14,-0.07,FALSE,8.44,4.82,-1.45,4488913,4.75,4.81,4.72,新大洲A,3866804000,4.44,113.8863,4.81
B06,煤炭开采和洗选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B06,SH601699,958388513,-0.19,FALSE,14.94,12.67,-1.5,77606709,12.48,12.75,11.92,潞安环能,37332786816,6.53,13.993,12.31
B07,石油和天然气开采业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B07,SH600759,39555332,-0.01,FALSE,8.44,3.52,-0.28,11313184,3.51,3.53,3.46,洲际油气,7944911388,3.16,184.3045,3.49
B07,石油和天然气开采业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B07,SH600583,82661125,-0.02,FALSE,8.13,6.52,-0.31,12829368,6.5,6.53,6.34,海油工程,28738806200,5.8,57.5267,6.46
B07,石油和天然气开采业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B07,SZ300164,18530305,-0.02,FALSE,10.05,6.31,-0.32,2962500,6.29,6.34,6.14,通源石油,2825858980,5.31,66.962,6.31
B07,石油和天然气开采业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B07,SZ300191,31155190.14,-0.22,FALSE,32.44,19.63,-1.12,1605428,19.41,19.62,19.06,潜能恒信,6211200000,18.02,546.5937,19.2
B07,石油和天然气开采业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B07,SH601808,70933127,-0.16,FALSE,14.15,11,-1.45,6576969,10.84,10.91,10.65,中海油服,51724057280,10.02,0,10.88
B07,石油和天然气开采业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B07,SH600256,92660447,-0.07,FALSE,5.77,4.51,-1.55,20869134,4.44,4.48,4.4,广汇能源,23183125597,3.95,80.1856,4.48
B07,石油和天然气开采业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B07,SZ300157,119738109.3,-0.1,FALSE,14.55,6.38,-1.57,18941875,6.28,6.42,6.24,恒泰艾普,4476208662,5.52,28.0189,6.3
B07,石油和天然气开采业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B07,SH601857,494928679,-0.13,FALSE,9.58,8.13,-1.6,61704765,8,8.12,7.97,中国石油,1.46E+12,7.28,62.2044,8.06
B07,石油和天然气开采业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B07,SH600028,1070287878,-0.15,FALSE,7.72,6.56,-2.29,167239572,6.41,6.46,6.32,中国石化,7.76E+11,5.17,13.9523,6.45
B08,黑色金属矿采选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B08,SH600532,51446900,0.24,FALSE,15.64,8.84,2.71,5778331,9.08,9.08,8.7,宏达矿业,4685876738,8.36,33.9749,8.8
B08,黑色金属矿采选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B08,SZ000409,18211392.79,0.1,FALSE,13.5,5.54,1.81,3284983,5.64,5.67,5.43,山东地矿,2881651731,4.99,0,5.51
B08,黑色金属矿采选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B08,SZ000762,143713694.1,0.13,FALSE,25.3,13.76,0.94,10359400,13.89,14.07,13.51,西藏矿业,7234179244,12.04,564.4799,13.58
B08,黑色金属矿采选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B08,SH600711,0,0,FALSE,10.8,8.65,0,0,8.65,0,0,盛屯矿业,14503442726,5.95,32.2498,0
B08,黑色金属矿采选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B08,SZ000629,0,0,FALSE,3.27,3.07,0,0,3.07,3.16,3.03,*ST钒钛,26370520840,2.44,0,3.05
B08,黑色金属矿采选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B08,SH600882,2955750,-0.01,FALSE,11.52,8.75,-0.11,340457,8.74,8.76,8.62,广泽股份,3588626913,8.21,111.4132,8.7
B08,黑色金属矿采选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B08,SH600193,44458032,-0.02,FALSE,10.97,4.8,-0.42,9468698,4.78,4.79,4.6,创兴资源,2033282940,4.11,0,4.75
B08,黑色金属矿采选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B08,SZ000655,19849859.43,-0.03,FALSE,10.4,5.27,-0.57,3796241,5.24,5.28,5.15,金岭矿业,3119582805,4.8,0,5.25
B08,黑色金属矿采选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B08,SH601969,33676040,-0.05,FALSE,14.07,7.41,-0.67,4599678,7.36,7.39,7.21,海南矿业,14386741511,6.6,0,7.36
B09,有色金属矿采选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B09,SH600139,133329301,0.53,FALSE,13.96,5.33,9.94,23305795,5.86,5.86,5.3,西部资源,3878678377,4.61,64.872,5.35
B09,有色金属矿采选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B09,SH603993,3225319948,0.35,FALSE,8.9,8.23,4.25,384978169,8.58,8.6,8.17,洛阳钼业,1.85E+11,3.96,91.7852,8.17
B09,有色金属矿采选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B09,SH600259,190663060,0.99,FALSE,59.97,32.55,3.04,5738417,33.54,33.94,32.1,广晟有色,10122448840,29.13,66.2757,32.3
B09,有色金属矿采选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B09,SZ000758,90958103.41,0.08,FALSE,9.36,6.21,1.29,14525444,6.29,6.35,6.12,中色股份,12387390287,5.85,40.1995,6.15
B09,有色金属矿采选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B09,SZ000426,277628500.1,0.08,FALSE,12.59,11.07,0.72,24995697,11.15,11.39,10.71,兴业矿业,20833781211,6.92,51.8289,10.81
B09,有色金属矿采选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B09,SH601958,94090754,0.04,FALSE,10.48,7.03,0.57,13376972,7.07,7.14,6.9,金钼股份,22812093108,6.1,210.9332,6.96
B09,有色金属矿采选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B09,SZ000688,72021656.88,0.02,FALSE,11.84,9.7,0.21,7426559,9.72,9.75,9.67,建新矿业,11054549332,6.71,25.2739,9.69
B09,有色金属矿采选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B09,SH601168,149425974,0.01,FALSE,10.53,7.25,0.14,20696177,7.26,7.34,7.11,西部矿业,17300580000,6.23,58.1552,7.15
B09,有色金属矿采选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B09,SZ000693,0,0,FALSE,13.78,12.5,0,0,12.5,0,0,*ST华泽,6793649038,12.48,0,0
B09,有色金属矿采选业,https://xueqiu.com/industry/quote_order.json?page=1&size=10000&order=desc&exchange=CN&orderBy=percent&level2code=B09,SZ000506,0,0,FALSE,10.85,4.48,0,0,4.48,4.9,4.34,中润资源,4161999569,4.34,473.5326,4.34
